@relation 'pacman-data-weka.filters.unsupervised.attribute.Remove-R26,28-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C26-L5-weka.filters.unsupervised.attribute.AddExpression-Ea11-a1-NposxrelGUno-weka.filters.unsupervised.attribute.AddExpression-Ea12-a2-NposyrelGUno-weka.filters.unsupervised.attribute.AddExpression-Ea13-a1-NposxrelGDos-weka.filters.unsupervised.attribute.AddExpression-Ea14-a2-NposyrelGDos-weka.filters.unsupervised.attribute.AddExpression-Ea15-a1-NposxrelGTres-weka.filters.unsupervised.attribute.AddExpression-Ea16-a2-NposyrelGTres-weka.filters.unsupervised.attribute.AddExpression-Ea17-a1-NposxrelGCuatro-weka.filters.unsupervised.attribute.AddExpression-Ea18-a2-NposyrelGCuatro-weka.filters.unsupervised.attribute.Remove-R1-2,11-18-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,16-weka.filters.unsupervised.attribute.Remove-R13'

@attribute LegalWest {0,1}
@attribute LegalEast {0,1}
@attribute LegalNorth {0,1}
@attribute LegalSouth {0,1}
@attribute GUno {True,False}
@attribute GDos {True,False}
@attribute GTres {True,False}
@attribute GCuatro {True,False}
@attribute distGUno numeric
@attribute distGDos numeric
@attribute distGTres numeric
@attribute distGCuatro numeric
@attribute movaleatorio {0,1}
@attribute distComida numeric
@attribute posxrelGUno numeric
@attribute posyrelGUno numeric
@attribute posxrelGDos numeric
@attribute posyrelGDos numeric
@attribute posxrelGTres numeric
@attribute posyrelGTres numeric
@attribute posxrelGCuatro numeric
@attribute posyrelGCuatro numeric
@attribute class {West,East,South,North,Stop}

@data
1,1,1,1,True,False,False,True,6,0,0,13,0,9,3,-3,0,-7,2,-7,11,-2,East
1,1,1,1,True,False,False,True,5,0,0,12,0,8,2,-3,-1,-7,1,-7,10,-2,East
1,1,1,1,True,False,False,True,4,0,0,11,0,7,1,-3,-2,-7,0,-7,9,-2,East
1,1,1,1,True,False,False,True,5,0,0,12,1,8,1,-4,-2,-8,0,-8,9,-3,East
1,1,0,1,True,False,False,True,7,0,0,14,1,10,1,-6,-2,-10,0,-10,9,-5,East
1,1,1,0,True,False,False,True,2,0,0,9,1,5,0,-2,-3,-6,-1,-6,8,-1,East
1,1,1,0,True,False,False,True,3,0,0,10,0,6,1,-2,-2,-6,0,-6,9,-1,East
1,1,1,0,True,False,False,True,2,0,0,9,1,5,0,-2,-3,-6,-1,-6,8,-1,East
1,1,0,1,True,False,False,True,5,0,0,10,1,6,-1,-4,-4,-8,-2,-8,7,-3,East
1,1,1,1,True,False,False,True,5,0,0,12,1,8,1,-4,-2,-8,0,-8,9,-3,East
1,1,1,1,True,False,False,True,4,0,0,11,1,7,1,-3,-2,-7,0,-7,9,-2,East
1,1,1,0,True,False,False,True,2,0,0,9,1,5,0,-2,-3,-6,-1,-6,8,-1,East
1,1,1,0,True,False,False,True,3,0,0,8,0,4,-1,-2,-4,-6,-2,-6,7,-1,East
1,1,1,0,True,False,False,True,3,0,0,8,1,4,-1,-2,-4,-6,-2,-6,7,-1,East
1,1,1,0,True,False,False,True,3,0,0,8,1,4,-1,-2,-4,-6,-2,-6,7,-1,East
1,1,1,1,True,False,False,True,4,0,0,7,1,3,-2,-2,-5,-6,-3,-6,6,-1,East
1,1,1,0,True,False,False,True,2,0,0,9,1,5,0,-2,-3,-6,-1,-6,8,-1,East
1,1,1,1,True,False,False,True,3,0,0,10,1,6,0,-3,-3,-7,-1,-7,8,-2,East
1,1,1,0,True,False,False,True,4,0,0,11,1,7,2,-2,-1,-6,1,-6,10,-1,East
1,1,1,0,True,False,False,True,3,0,0,10,1,6,1,-2,-2,-6,0,-6,9,-1,East
1,1,1,0,True,False,False,True,3,0,0,10,1,6,1,-2,-2,-6,0,-6,9,-1,East
1,1,1,0,True,False,False,True,2,0,0,9,1,5,0,-2,-3,-6,-1,-6,8,-1,East
1,1,1,0,True,False,False,True,3,0,0,8,1,4,-1,-2,-4,-6,-2,-6,7,-1,East
1,1,1,1,True,False,False,True,3,0,0,10,1,6,0,-3,-3,-7,-1,-7,8,-2,East
1,1,1,1,True,False,False,True,3,0,0,10,1,6,0,-3,-3,-7,-1,-7,8,-2,East
1,1,1,1,True,False,False,True,6,0,0,13,1,9,3,-3,0,-7,2,-7,11,-2,East
1,1,1,0,True,False,False,True,4,0,0,11,1,7,2,-2,-1,-6,1,-6,10,-1,East
1,1,1,0,True,False,False,True,6,0,0,13,0,9,4,-2,1,-6,3,-6,12,-1,East
1,1,1,0,True,False,False,True,6,0,0,13,1,9,4,-2,1,-6,3,-6,12,-1,East
1,1,1,0,True,False,False,True,5,0,0,12,1,8,3,-2,0,-6,2,-6,11,-1,East
1,1,1,1,True,False,False,True,6,0,0,13,0,9,3,-3,0,-7,2,-7,11,-2,East
1,1,1,1,True,False,False,True,5,0,0,12,0,8,2,-3,-1,-7,1,-7,10,-2,East
1,1,1,1,True,False,False,True,4,0,0,11,0,7,1,-3,-2,-7,0,-7,9,-2,East
1,1,1,1,True,False,False,True,5,0,0,12,0,8,1,-4,-2,-8,0,-8,9,-3,East
1,1,1,1,True,False,False,True,4,0,0,11,1,7,1,-3,-2,-7,0,-7,9,-2,East
1,1,1,0,True,False,False,True,2,0,0,9,0,5,0,-2,-3,-6,-1,-6,8,-1,East
1,1,1,1,True,False,False,True,4,0,0,11,1,7,1,-3,-2,-7,0,-7,9,-2,East
1,1,1,1,True,False,False,True,6,0,0,13,1,9,3,-3,0,-7,2,-7,11,-2,East
1,1,1,1,True,False,False,True,5,0,0,12,1,8,2,-3,-1,-7,1,-7,10,-2,East
1,1,0,1,True,False,False,True,7,0,0,14,1,10,3,-4,0,-8,2,-8,11,-3,East
1,1,1,1,True,False,False,True,6,0,0,13,0,9,3,-3,0,-7,2,-7,11,-2,East
1,1,1,1,True,False,False,True,5,0,0,12,0,8,2,-3,-1,-7,1,-7,10,-2,East
1,1,1,1,True,False,False,True,4,0,0,11,0,7,1,-3,-2,-7,0,-7,9,-2,East
1,1,1,1,True,False,False,True,4,0,0,11,1,7,1,-3,-2,-7,0,-7,9,-2,East
1,1,1,0,True,False,False,True,3,0,0,10,1,6,1,-2,-2,-6,0,-6,9,-1,East
1,1,1,0,True,False,False,True,3,0,0,10,1,6,1,-2,-2,-6,0,-6,9,-1,East
1,1,1,0,True,False,False,True,2,0,0,9,1,5,0,-2,-3,-6,-1,-6,8,-1,East
1,1,1,1,True,False,False,True,3,0,0,10,1,6,0,-3,-3,-7,-1,-7,8,-2,East
1,1,1,0,True,False,False,True,2,0,0,9,1,5,0,-2,-3,-6,-1,-6,8,-1,East
1,1,1,1,True,False,False,True,4,0,0,11,0,7,0,-4,-3,-8,-1,-8,8,-3,East
1,1,1,1,True,False,False,True,5,0,0,12,1,8,2,-3,-1,-7,1,-7,10,-2,East
1,1,1,1,True,False,False,True,4,0,0,11,0,7,1,-3,-2,-7,0,-7,9,-2,East
1,1,1,0,True,False,False,True,3,0,0,10,1,6,1,-2,-2,-6,0,-6,9,-1,East
1,1,1,1,True,False,False,True,7,0,0,14,1,10,4,-3,1,-7,3,-7,12,-2,East
1,1,1,0,True,False,False,True,6,0,0,13,1,9,4,-2,1,-6,3,-6,12,-1,East
1,1,1,0,True,False,False,True,5,0,0,12,0,8,3,-2,0,-6,2,-6,11,-1,East
1,1,1,0,True,False,False,True,4,0,0,11,1,7,2,-2,-1,-6,1,-6,10,-1,East
1,1,1,0,True,False,False,True,3,0,0,10,1,6,1,-2,-2,-6,0,-6,9,-1,East
1,1,1,1,True,False,False,True,4,0,0,11,0,7,1,-3,-2,-7,0,-7,9,-2,East
1,1,1,0,True,False,False,True,2,0,0,9,1,5,0,-2,-3,-6,-1,-6,8,-1,East
1,1,1,1,True,False,False,True,5,0,0,12,1,8,2,-3,-1,-7,1,-7,10,-2,East
1,1,1,1,True,False,False,True,6,0,0,13,0,9,3,-3,0,-7,2,-7,11,-2,East
1,1,1,1,True,False,False,True,5,0,0,12,0,8,2,-3,-1,-7,1,-7,10,-2,East
1,1,1,1,True,False,False,True,4,0,0,11,0,7,1,-3,-2,-7,0,-7,9,-2,East
0,1,1,1,True,False,False,True,7,0,0,14,1,10,5,-2,2,-6,4,-6,13,-1,East
1,1,1,0,True,False,False,True,6,0,0,13,1,9,4,-2,1,-6,3,-6,12,-1,East
1,1,1,0,True,False,False,True,6,0,0,13,1,9,4,-2,1,-6,3,-6,12,-1,East
1,1,1,1,True,False,False,True,6,0,0,13,1,9,3,-3,0,-7,2,-7,11,-2,East
1,1,1,1,True,False,False,True,5,0,0,12,1,8,2,-3,-1,-7,1,-7,10,-2,East
1,1,1,1,True,False,False,True,4,0,0,11,1,7,1,-3,-2,-7,0,-7,9,-2,East
1,1,1,1,True,False,False,True,3,0,0,10,0,6,0,-3,-3,-7,-1,-7,8,-2,East
1,1,1,0,True,False,False,True,2,0,0,9,1,5,0,-2,-3,-6,-1,-6,8,-1,East
1,1,1,0,True,False,False,True,3,0,0,8,1,4,-1,-2,-4,-6,-2,-6,7,-1,East
1,1,1,1,False,False,False,True,0,0,0,11,1,7,-4,-3,-2,-3,0,-3,9,2,East
1,1,1,1,False,False,False,True,0,0,0,10,1,6,-5,-3,-3,-3,-1,-3,8,2,East
1,1,1,1,False,False,False,True,0,0,0,9,1,5,-6,-3,-4,-3,-2,-3,7,2,East
1,1,1,0,False,False,False,True,0,0,0,9,1,5,-7,-2,-5,-2,-3,-2,6,3,East
1,1,1,1,False,False,False,True,0,0,0,9,1,5,-6,-3,-4,-3,-2,-3,7,2,East
1,1,1,0,False,False,False,True,0,0,0,9,1,5,-7,-2,-5,-2,-3,-2,6,3,East
1,1,1,1,False,False,False,True,0,0,0,7,0,3,-8,-3,-6,-3,-4,-3,5,2,East
1,1,1,1,False,False,False,True,0,0,0,6,0,2,-9,-3,-7,-3,-5,-3,4,2,East
1,1,1,1,False,False,False,True,0,0,0,5,1,1,-9,-4,-7,-4,-5,-4,4,1,East
1,1,1,1,False,False,False,True,0,0,0,6,0,8,-8,-6,-6,-6,-4,-6,5,-1,East
1,1,1,1,False,False,False,True,0,0,0,8,0,8,-7,-7,-5,-7,-3,-7,6,-2,East
1,1,1,1,False,False,False,True,0,0,0,7,0,7,-8,-7,-6,-7,-4,-7,5,-2,East
1,1,1,1,False,False,False,True,0,0,0,6,0,8,-8,-6,-6,-6,-4,-6,5,-1,East
1,1,1,1,False,False,False,True,0,0,0,5,1,9,-8,-5,-6,-5,-4,-5,5,0,East
1,1,1,1,False,False,False,True,0,0,0,5,0,9,-8,-5,-6,-5,-4,-5,5,0,East
1,1,1,1,False,False,False,True,0,0,0,9,0,9,-6,-7,-4,-7,-2,-7,7,-2,East
1,1,1,1,False,False,False,True,0,0,0,8,0,8,-7,-7,-5,-7,-3,-7,6,-2,East
1,1,1,1,False,False,False,True,0,0,0,7,0,7,-8,-7,-6,-7,-4,-7,5,-2,East
1,1,1,1,False,False,False,True,0,0,0,9,0,9,-6,-7,-4,-7,-2,-7,7,-2,East
1,1,1,1,False,False,False,True,0,0,0,8,0,8,-7,-7,-5,-7,-3,-7,6,-2,East
1,1,1,1,False,False,False,True,0,0,0,7,0,7,-8,-7,-6,-7,-4,-7,5,-2,East
1,1,1,1,False,False,False,True,0,0,0,9,1,9,-6,-7,-4,-7,-2,-7,7,-2,East
1,1,1,1,False,False,False,True,0,0,0,11,1,11,-4,-7,-2,-7,0,-7,9,-2,East
0,1,1,1,False,False,False,True,0,0,0,13,1,9,-4,-9,-2,-9,0,-9,9,-4,East
1,1,1,1,False,False,False,True,0,0,0,12,0,10,-4,-8,-2,-8,0,-8,9,-3,East
1,1,1,1,False,False,False,True,0,0,0,11,0,9,-5,-8,-3,-8,-1,-8,8,-3,East
1,1,1,1,False,False,False,True,0,0,0,9,1,9,-6,-7,-4,-7,-2,-7,7,-2,East
1,1,1,1,False,False,False,True,0,0,0,8,1,8,-7,-7,-5,-7,-3,-7,6,-2,East
1,1,1,1,False,False,False,True,0,0,0,7,0,9,-7,-6,-5,-6,-3,-6,6,-1,East
1,1,1,1,False,False,False,True,0,0,0,6,0,8,-8,-6,-6,-6,-4,-6,5,-1,East
0,1,1,1,False,False,False,True,0,0,0,6,1,10,-7,-5,-5,-5,-3,-5,6,0,East
1,1,1,1,False,False,False,True,0,0,0,6,0,8,-8,-6,-6,-6,-4,-6,5,-1,East
0,1,1,1,False,False,False,True,0,0,0,8,1,4,-9,-9,-7,-9,-5,-9,4,-4,East
0,1,1,1,False,False,False,True,0,0,0,8,1,4,-9,-9,-7,-9,-5,-9,4,-4,East
1,1,0,0,False,False,False,True,0,0,0,11,1,7,-7,-10,-5,-10,-3,-10,6,-5,East
1,1,0,1,False,False,False,True,0,0,0,13,1,9,-5,-10,-3,-10,-1,-10,8,-5,East
1,1,0,1,False,False,False,True,0,0,0,13,1,9,-5,-10,-3,-10,-1,-10,8,-5,East
1,1,0,1,False,False,False,True,0,0,0,14,1,10,-4,-10,-2,-10,0,-10,9,-5,East
1,1,1,1,False,False,False,True,0,0,0,11,1,11,-4,-7,-2,-7,0,-7,9,-2,East
1,1,1,0,False,False,False,True,0,0,0,10,1,12,-4,-6,-2,-6,0,-6,9,-1,East
1,1,1,0,False,False,False,True,0,0,0,13,1,15,-1,-6,1,-6,3,-6,12,-1,East
1,1,1,0,False,False,False,True,0,0,0,12,1,14,-2,-6,0,-6,2,-6,11,-1,East
0,1,1,1,False,False,False,True,0,0,0,15,0,15,0,-7,2,-7,4,-7,13,-2,East
1,1,1,1,False,False,False,True,0,0,0,14,0,14,-1,-7,1,-7,3,-7,12,-2,East
1,1,1,1,False,False,False,True,0,0,0,13,0,13,-2,-7,0,-7,2,-7,11,-2,East
1,1,1,1,False,False,False,True,0,0,0,12,0,12,-3,-7,-1,-7,1,-7,10,-2,East
1,1,1,1,False,False,False,True,0,0,0,11,0,11,-4,-7,-2,-7,0,-7,9,-2,East
1,1,1,1,False,False,False,True,0,0,0,10,0,10,-5,-7,-3,-7,-1,-7,8,-2,East
1,1,1,1,False,False,False,True,0,0,0,9,0,9,-6,-7,-4,-7,-2,-7,7,-2,East
1,1,1,1,False,False,False,True,0,0,0,8,0,8,-7,-7,-5,-7,-3,-7,6,-2,East
1,1,1,1,False,False,False,True,0,0,0,7,0,7,-8,-7,-6,-7,-4,-7,5,-2,East
1,1,1,1,False,False,False,True,0,0,0,9,1,9,-6,-7,-4,-7,-2,-7,7,-2,East
1,1,1,1,False,False,False,True,0,0,0,9,1,9,-6,-7,-4,-7,-2,-7,7,-2,East
1,1,1,1,False,False,False,True,0,0,0,11,1,9,-5,-8,-3,-8,-1,-8,8,-3,East
1,1,0,1,False,False,False,True,0,0,0,10,0,8,-6,-8,-4,-8,-2,-8,7,-3,East
1,1,0,1,False,False,False,True,0,0,0,9,1,7,-7,-8,-5,-8,-3,-8,6,-3,East
1,1,1,1,False,False,False,True,0,0,0,9,0,9,-6,-7,-4,-7,-2,-7,7,-2,East
1,1,1,1,False,False,False,True,0,0,0,8,0,8,-7,-7,-5,-7,-3,-7,6,-2,East
1,1,1,1,False,False,False,True,0,0,0,7,0,7,-8,-7,-6,-7,-4,-7,5,-2,East
1,1,1,1,False,False,False,True,0,0,0,5,1,9,-8,-5,-6,-5,-4,-5,5,0,East
1,1,1,1,False,False,False,True,0,0,0,7,0,9,-7,-6,-5,-6,-3,-6,6,-1,East
1,1,1,1,False,False,False,True,0,0,0,6,0,8,-8,-6,-6,-6,-4,-6,5,-1,East
1,1,1,1,False,False,False,True,0,0,0,6,1,10,-8,-4,-6,-4,-4,-4,5,1,East
1,1,1,1,False,False,False,True,0,0,0,5,1,9,-8,-5,-6,-5,-4,-5,5,0,East
1,1,1,1,False,False,False,True,0,0,0,5,0,9,-8,-5,-6,-5,-4,-5,5,0,East
1,1,1,1,False,False,False,True,0,0,0,7,0,9,-7,-6,-5,-6,-3,-6,6,-1,East
1,1,1,1,False,False,False,True,0,0,0,6,0,8,-8,-6,-6,-6,-4,-6,5,-1,East
1,1,1,0,False,False,False,True,0,0,0,7,1,11,-9,-2,-7,-2,-5,-2,4,3,East
1,1,1,1,False,False,False,True,0,0,0,6,0,10,-9,-3,-7,-3,-5,-3,4,2,East
1,1,0,1,False,False,False,True,0,0,0,4,1,8,-10,-4,-8,-4,-6,-4,3,1,East
1,1,0,0,False,False,False,True,0,0,0,3,1,7,-11,-4,-9,-4,-7,-4,2,1,East
1,1,0,1,False,False,False,True,0,0,0,2,1,6,-12,-4,-10,-4,-8,-4,1,1,East
1,1,1,1,False,False,False,True,0,0,0,2,1,6,-13,-3,-11,-3,-9,-3,0,2,East
1,1,1,1,False,False,False,True,0,0,0,3,0,7,-14,-3,-12,-3,-10,-3,-1,2,East
1,1,1,1,True,True,True,True,11,9,5,3,0,7,-7,-4,-7,2,1,-4,1,2,East
1,1,1,1,True,True,False,True,10,12,0,3,0,6,-8,-2,-8,4,-8,-7,1,3,East
1,1,1,1,True,True,False,True,9,11,0,3,0,6,-6,-3,-8,3,-7,-8,1,1,East
1,1,1,1,True,True,False,True,10,13,0,3,0,5,-7,-3,-9,4,-8,-8,1,1,East
1,1,1,1,True,True,False,True,12,15,0,1,0,4,-8,-4,-10,5,-9,-8,1,1,East
1,1,1,1,True,True,False,True,12,15,0,3,0,4,-7,-5,-10,5,-9,-8,1,1,East
1,1,1,0,True,True,False,False,7,4,0,0,1,15,-1,-6,-3,1,0,-10,2,-10,East
1,1,1,1,True,True,False,False,9,8,0,0,1,17,5,-4,-2,6,2,-6,4,-6,East
1,1,1,1,True,True,False,False,6,8,0,0,0,15,1,-5,-3,5,1,-7,3,-7,East
1,1,1,1,True,True,False,False,6,8,0,0,0,14,1,-5,-3,5,0,-7,2,-7,East
0,1,1,1,False,True,False,False,0,6,0,0,1,19,0,-6,2,4,4,-6,6,-6,East
1,1,1,1,False,True,False,False,0,5,0,0,1,18,-1,-6,1,4,3,-6,5,-6,East
1,1,1,1,False,True,False,False,0,7,0,0,0,18,-1,-6,1,6,3,-6,5,-6,East
1,1,1,1,False,True,False,False,0,7,0,0,0,17,-1,-7,1,6,3,-7,5,-7,East
1,1,0,1,False,True,False,False,0,5,0,0,1,15,-2,-8,-1,4,2,-8,4,-8,East
1,1,0,1,False,True,False,False,0,6,0,0,1,14,-3,-8,-2,4,1,-8,3,-8,East
1,1,1,1,False,True,False,False,0,7,0,0,1,14,-4,-7,-4,3,0,-7,2,-7,East
1,1,1,1,False,True,False,False,0,8,0,0,1,12,-5,-8,-5,3,-1,-8,1,-8,East
1,1,1,1,False,True,False,False,0,9,0,0,1,12,-6,-7,-5,4,-2,-7,0,-7,East
1,1,1,1,False,True,False,False,0,8,0,0,0,10,-7,-8,-6,2,-3,-8,-1,-8,East
1,1,1,1,False,True,False,False,0,6,0,0,1,15,-3,-7,-2,4,1,-7,3,-7,East
1,1,1,1,False,True,False,False,0,6,0,0,0,19,-1,-5,1,5,3,-5,5,-5,East
1,1,1,1,False,True,False,False,0,6,0,0,0,18,-1,-6,1,5,3,-6,5,-6,East
0,1,1,1,False,True,False,False,0,6,0,0,1,18,0,-7,2,4,4,-7,6,-7,East
1,1,1,1,False,True,False,False,0,3,0,0,1,17,-1,-7,0,3,3,-7,5,-7,East
1,1,1,1,False,True,False,False,0,4,0,0,1,16,-2,-7,-1,3,2,-7,4,-7,East
1,1,1,1,False,True,False,False,0,4,0,0,0,17,-1,-7,1,3,3,-7,5,-7,East
1,1,1,1,False,True,False,False,0,4,0,0,0,16,-2,-7,1,3,2,-7,4,-7,East
0,1,1,1,False,True,False,False,0,6,0,0,1,18,0,-7,3,3,4,-7,6,-7,East
1,1,1,1,False,True,False,False,0,6,0,0,0,17,-1,-7,3,3,3,-7,5,-7,East
1,1,1,1,False,True,False,False,0,5,0,0,0,16,-2,-7,2,3,2,-7,4,-7,East
1,1,1,1,False,True,False,False,0,5,0,0,0,15,-3,-7,1,4,1,-7,3,-7,East
1,1,0,1,False,True,False,False,0,3,0,0,1,13,-4,-8,1,2,0,-8,2,-8,East
1,1,1,1,False,True,False,False,0,1,0,0,1,12,-5,-8,0,1,-1,-8,1,-8,East
1,1,1,1,False,True,False,False,0,2,0,0,1,11,-6,-8,-1,1,-2,-8,0,-8,East
1,1,1,1,True,True,True,True,11,9,5,3,0,7,-7,-4,-7,2,1,-4,1,2,East
1,1,0,1,False,True,False,False,0,3,0,0,1,13,-4,-8,0,3,0,-8,2,-8,East
1,1,1,1,False,True,False,False,0,6,0,0,1,14,-5,-6,-1,5,-1,-6,1,-6,East
1,1,1,1,False,True,False,False,0,6,0,0,0,14,-5,-6,-1,5,-1,-6,1,-6,East
1,1,1,1,False,True,False,False,0,6,0,0,0,16,-3,-6,1,5,1,-6,3,-6,East
1,1,0,1,False,True,False,False,0,4,0,0,1,14,-3,-8,1,3,1,-8,3,-8,East
1,1,0,1,False,True,False,False,0,3,0,0,1,13,-4,-8,0,3,0,-8,2,-8,East
1,1,1,1,False,True,False,False,0,4,0,0,1,12,-5,-8,-1,3,-1,-8,1,-8,East
0,1,1,1,False,True,False,False,0,3,0,0,1,13,-5,-9,-1,2,-1,-9,1,-9,East
1,1,1,1,False,True,False,False,0,2,0,0,1,14,-5,-10,-1,1,-1,-10,1,-10,East
1,1,1,1,False,True,False,False,0,4,0,0,1,12,-6,-9,-2,2,-2,-9,0,-9,East
0,1,0,1,True,True,True,True,7,7,13,15,1,-1,5,-2,7,0,10,-3,15,0,East
0,1,0,1,True,True,True,True,8,10,15,18,1,-1,5,-3,10,0,12,-3,17,0,East
0,1,0,1,True,True,True,True,7,10,15,18,1,-1,4,-3,10,0,13,-2,17,-2,East
1,1,0,0,True,True,True,True,5,8,13,17,1,-1,3,-2,8,0,11,-2,16,-1,East
0,1,0,1,True,True,True,True,4,8,13,20,0,-1,2,-2,8,0,13,0,16,-3,East
1,1,0,0,True,True,True,True,3,7,13,18,1,-1,1,-2,7,0,12,-1,16,-3,East
1,1,0,0,True,True,True,True,3,11,14,19,1,-1,1,-2,11,0,11,-3,16,-3,East
1,1,0,0,True,True,True,True,3,8,14,19,0,-1,1,-2,8,0,12,-2,16,-3,East
1,1,0,0,True,True,True,True,3,9,14,18,1,-1,0,-3,9,0,11,-3,16,-2,East
0,1,0,1,True,True,True,True,3,12,16,20,1,-1,0,-3,12,0,13,-3,16,-3,East
0,1,0,1,True,True,True,True,3,10,14,17,1,-1,0,-3,10,0,12,-2,16,-2,East
0,1,1,0,False,True,True,True,0,12,18,18,1,-1,0,-2,9,3,15,3,14,3,East
0,1,1,1,False,True,True,True,0,13,19,18,0,-1,0,-3,11,2,17,2,17,2,East
1,1,0,1,False,True,True,True,0,13,17,18,1,-1,-1,-3,11,2,16,1,15,2,East
0,1,0,1,False,True,True,True,0,11,19,18,1,-1,0,-5,11,0,16,-3,17,-2,East
0,1,0,1,False,True,True,True,0,10,20,18,0,-1,0,-5,10,0,17,-3,17,0,East
0,1,1,0,False,True,True,True,0,14,18,20,1,-1,0,-2,11,3,17,1,17,2,East
1,1,1,0,False,True,True,True,0,14,16,19,1,-1,-1,-2,11,3,16,0,16,3,East
1,1,1,0,False,True,True,True,0,12,16,18,1,-1,-2,-2,9,3,15,1,15,3,East
1,1,0,1,False,True,True,True,0,12,14,14,1,-1,-3,-3,10,2,14,0,13,2,East
1,1,0,1,False,True,True,True,0,10,14,14,1,-1,-4,-3,9,1,13,-1,11,2,East
1,1,1,0,False,True,True,True,0,13,18,16,1,-1,-2,-2,11,2,15,3,12,3,East
1,1,1,0,False,True,True,True,0,12,16,14,1,-1,-3,-2,10,2,14,2,11,3,East
1,1,0,1,False,True,True,True,0,11,14,15,1,-1,-1,-3,9,2,13,-1,12,2,East
1,1,0,1,False,True,True,True,0,10,14,14,1,-1,-1,-3,8,2,13,-1,12,2,East
1,1,0,1,False,True,True,True,0,10,12,13,1,-1,-2,-3,8,2,11,-1,11,2,East
1,1,1,0,False,True,True,True,0,10,10,14,1,-1,-3,-2,7,3,10,0,11,3,East
1,1,1,0,False,True,True,True,0,10,12,15,0,-1,-3,-2,7,3,11,1,11,3,East
1,1,1,0,False,True,True,True,0,9,10,14,1,-1,-1,-2,6,3,10,0,12,1,East
1,1,1,0,False,True,True,True,0,8,10,12,1,-1,-2,-2,5,3,10,0,11,2,East
1,1,1,0,False,True,True,True,0,8,10,12,1,-1,-3,-2,5,3,9,1,10,1,East
1,1,1,0,False,True,True,True,0,9,9,13,0,-1,-3,-2,6,3,9,0,12,1,East
1,1,0,1,False,True,True,True,0,6,9,10,1,-1,-4,-3,4,2,8,-1,10,-1,East
1,1,1,0,False,True,True,True,0,6,7,9,1,-1,-5,-2,3,3,6,1,9,1,East
1,1,0,1,False,True,True,True,0,7,7,9,1,-1,-5,-3,5,2,7,0,10,0,East
1,1,1,1,False,True,True,True,0,5,7,9,1,-1,-6,-3,3,2,6,-1,8,0,East
1,1,1,0,False,True,True,True,0,11,12,10,1,-1,-5,-2,8,3,11,1,9,1,East
1,1,0,1,False,True,True,True,0,16,15,13,1,-1,-1,-3,14,2,14,-1,14,0,East
0,1,1,1,False,True,True,True,0,18,18,18,1,-1,0,-3,16,2,17,1,16,2,East
1,1,0,1,False,True,True,True,0,16,18,18,0,-1,-1,-3,14,2,16,2,15,2,East
0,1,1,0,False,True,True,True,0,14,17,15,1,-1,0,-2,13,1,17,0,15,1,East
0,1,1,1,False,True,True,True,0,14,18,16,1,-1,0,-3,14,0,17,-1,15,-1,East
0,1,1,1,False,True,True,True,0,16,17,16,1,-1,0,-3,15,1,17,0,15,0,East
0,1,1,0,False,True,True,True,0,15,20,15,0,-1,0,-2,14,1,17,3,14,0,East
1,1,1,0,False,True,True,True,0,9,17,17,1,-1,-1,-2,9,0,14,3,15,1,East
1,1,1,0,False,True,True,True,0,9,18,15,1,-1,-2,-2,9,0,15,3,14,0,East
1,1,1,0,False,True,True,True,0,10,18,16,1,-1,-2,-2,9,1,15,3,13,2,East
1,1,0,1,False,True,True,True,0,12,16,17,1,-1,-1,-3,11,-1,14,2,16,1,East
1,1,1,0,False,True,True,True,0,12,16,18,1,-1,-1,-2,11,1,14,2,16,3,East
0,1,1,0,False,True,True,True,0,11,18,16,1,-1,0,-2,10,1,17,1,17,0,East
0,1,1,1,False,True,True,True,0,9,17,13,1,-1,0,-3,8,-1,17,0,13,-1,East
1,1,0,1,False,True,True,True,0,7,16,12,1,-1,-1,-3,7,0,16,0,12,-1,East
1,1,0,1,False,True,True,True,0,5,15,9,1,-1,-2,-3,5,0,15,0,10,0,East
1,1,0,1,False,True,True,True,0,8,16,10,1,-1,-1,-3,8,0,16,0,9,0,East
1,1,0,1,False,True,True,True,0,8,14,8,1,-1,-2,-3,8,0,14,0,9,0,East
1,1,0,1,False,True,True,True,0,8,13,8,0,-1,-3,-3,7,-1,13,0,7,0,East
1,1,0,1,False,True,True,True,0,8,13,6,1,-1,-4,-3,7,-1,12,-1,7,0,East
1,1,0,1,False,True,True,True,0,8,12,5,1,-1,-5,-3,7,-1,11,-1,5,0,East
1,1,1,1,False,True,True,True,0,3,8,4,1,-1,-6,-3,3,0,8,0,2,-1,East
1,1,1,0,False,True,True,True,0,1,9,2,0,-1,-7,-2,0,1,8,1,2,1,East
1,1,1,0,False,True,True,True,0,2,8,2,1,-1,-8,-2,-1,1,7,1,0,1,East
1,1,1,0,False,False,True,False,0,0,10,0,1,-1,-6,-2,-4,-2,9,1,0,-2,East
1,1,1,0,False,False,True,False,0,0,11,0,1,-1,-7,-2,-5,-2,8,3,-1,-2,East
1,1,1,0,False,False,True,False,0,0,7,0,1,-1,-5,-2,-3,-2,7,0,1,-2,East
